hidden numbering,Frequency Rank,Complexity,Word,Romanised,품사,Classification,Hanja/Ref.,English,,Wiktionary Link,,Wordreference Link,Note,,,
5355,8813,B,송편,songpyeon,명,noun,松-,Rice cake steemed over pine needles,https://en.wiktionary.org/wiki/송편,https://en.wiktionary.org/wiki/송편,https://www.wordreference.com/koen/송편,https://www.wordreference.com/koen/송편,,,,
5356,8822,C,시들다,sideulda,동,verb,,"To wither,die,fade",https://en.wiktionary.org/wiki/시들다,https://en.wiktionary.org/wiki/시들다,https://www.wordreference.com/koen/시들다,https://www.wordreference.com/koen/시들다,,,,
5357,8823,C,시디,sidi,명,noun,콤팩트디스크,C.D.,https://en.wiktionary.org/wiki/시디,https://en.wiktionary.org/wiki/시디,https://www.wordreference.com/koen/시디,https://www.wordreference.com/koen/시디,,,,
5358,8826,C,신사,sinsa,명,noun,紳士,A gentleman,https://en.wiktionary.org/wiki/신사,https://en.wiktionary.org/wiki/신사,https://www.wordreference.com/koen/신사,https://www.wordreference.com/koen/신사,,,,
5359,8828,B,신혼부부,sinhonbubu,명,noun,新婚夫婦,Newlyweds,https://en.wiktionary.org/wiki/신혼부부,https://en.wiktionary.org/wiki/신혼부부,https://www.wordreference.com/koen/신혼부부,https://www.wordreference.com/koen/신혼부부,,,,
5360,8830,B,싱겁다,singgeopda,형,adjective,,"Taste flat, have no flavor",https://en.wiktionary.org/wiki/싱겁다,https://en.wiktionary.org/wiki/싱겁다,https://www.wordreference.com/koen/싱겁다,https://www.wordreference.com/koen/싱겁다,,,,
5361,8832,C,쓸데없이,sseuldeeopsi,부,adverb,,To have no use,https://en.wiktionary.org/wiki/쓸데없이,https://en.wiktionary.org/wiki/쓸데없이,https://www.wordreference.com/koen/쓸데없이,https://www.wordreference.com/koen/쓸데없이,,,,
5362,8840,C,야하다,yahada,형,adjective,冶-,"To be gaudy,garish",https://en.wiktionary.org/wiki/야하다,https://en.wiktionary.org/wiki/야하다,https://www.wordreference.com/koen/야하다,https://www.wordreference.com/koen/야하다,,,,
5363,8845,C,어쩌다가,eojjeodaga,부,adverb,,"By chance, accident ; sometimes",https://en.wiktionary.org/wiki/어쩌다가,https://en.wiktionary.org/wiki/어쩌다가,https://www.wordreference.com/koen/어쩌다가,https://www.wordreference.com/koen/어쩌다가,,,,
5364,8863,B,옛날이야기,yesnariyagi,명,noun,,An old story,https://en.wiktionary.org/wiki/옛날이야기,https://en.wiktionary.org/wiki/옛날이야기,https://www.wordreference.com/koen/옛날이야기,https://www.wordreference.com/koen/옛날이야기,,,,
5365,8865,B,오븐,obeun,명,noun,oven,Oven,https://en.wiktionary.org/wiki/오븐,https://en.wiktionary.org/wiki/오븐,https://www.wordreference.com/koen/오븐,https://www.wordreference.com/koen/오븐,,,,
5366,8866,C,온종일,onjongil,명,noun,-終日,"All day long, the whole day",https://en.wiktionary.org/wiki/온종일,https://en.wiktionary.org/wiki/온종일,https://www.wordreference.com/koen/온종일,https://www.wordreference.com/koen/온종일,,,,
5367,8867,B,와인,wain,명,noun,wine,Wine,https://en.wiktionary.org/wiki/와인,https://en.wiktionary.org/wiki/와인,https://www.wordreference.com/koen/와인,https://www.wordreference.com/koen/와인,,,,
5368,8869,C,왕비,wangbi,명,noun,王妃,Queen,https://en.wiktionary.org/wiki/왕비,https://en.wiktionary.org/wiki/왕비,https://www.wordreference.com/koen/왕비,https://www.wordreference.com/koen/왕비,,,,
5369,8874,B,우승하다,useunghada,동,verb,優勝-,To take first place,https://en.wiktionary.org/wiki/우승하다,https://en.wiktionary.org/wiki/우승하다,https://www.wordreference.com/koen/우승하다,https://www.wordreference.com/koen/우승하다,,,,
5370,8875,C,운반,unban,명,noun,運搬,"conveyance,transport",https://en.wiktionary.org/wiki/운반,https://en.wiktionary.org/wiki/운반,https://www.wordreference.com/koen/운반,https://www.wordreference.com/koen/운반,,,,
5371,8877,B,웃어른,useoreun,명,noun,,one’s elders,https://en.wiktionary.org/wiki/웃어른,https://en.wiktionary.org/wiki/웃어른,https://www.wordreference.com/koen/웃어른,https://www.wordreference.com/koen/웃어른,,,,
5372,8893,B,인사말,insamal,명,noun,人事-,Words of greeting,https://en.wiktionary.org/wiki/인사말,https://en.wiktionary.org/wiki/인사말,https://www.wordreference.com/koen/인사말,https://www.wordreference.com/koen/인사말,,,,
5373,8904,B,자판기,japangi,명,noun,自販機,Vending machine,https://en.wiktionary.org/wiki/자판기,https://en.wiktionary.org/wiki/자판기,https://www.wordreference.com/koen/자판기,https://www.wordreference.com/koen/자판기,,,,
5374,8906,C,장모님,jangmonim,명,noun,丈母-,A man’s mother in law,https://en.wiktionary.org/wiki/장모님,https://en.wiktionary.org/wiki/장모님,https://www.wordreference.com/koen/장모님,https://www.wordreference.com/koen/장모님,,,,
5375,8910,B,저녁때,jeonyeokttae,명,noun,,Evening time,https://en.wiktionary.org/wiki/저녁때,https://en.wiktionary.org/wiki/저녁때,https://www.wordreference.com/koen/저녁때,https://www.wordreference.com/koen/저녁때,,,,
5376,8914,C,저울,jeoul,명,noun,,A balance,https://en.wiktionary.org/wiki/저울,https://en.wiktionary.org/wiki/저울,https://www.wordreference.com/koen/저울,https://www.wordreference.com/koen/저울,,,,
5377,8918,B,적어지다,jeogeojida,동,verb,,To become smaller,https://en.wiktionary.org/wiki/적어지다,https://en.wiktionary.org/wiki/적어지다,https://www.wordreference.com/koen/적어지다,https://www.wordreference.com/koen/적어지다,,,,
5378,8943,C,지폐,jipye,명,noun,紙幣,Paper money,https://en.wiktionary.org/wiki/지폐,https://en.wiktionary.org/wiki/지폐,https://www.wordreference.com/koen/지폐,https://www.wordreference.com/koen/지폐,,,,
5379,8945,C,진실로,jinsillo,부,adverb,眞實-,"Truly, honestly",https://en.wiktionary.org/wiki/진실로,https://en.wiktionary.org/wiki/진실로,https://www.wordreference.com/koen/진실로,https://www.wordreference.com/koen/진실로,,,,
5380,8952,C,촛불,chosbul,명,noun,,Candle-light,https://en.wiktionary.org/wiki/촛불,https://en.wiktionary.org/wiki/촛불,https://www.wordreference.com/koen/촛불,https://www.wordreference.com/koen/촛불,,,,
5381,8956,C,출퇴근,chultoegeun,명,noun,出退勤,Go to and come from the office,https://en.wiktionary.org/wiki/출퇴근,https://en.wiktionary.org/wiki/출퇴근,https://www.wordreference.com/koen/출퇴근,https://www.wordreference.com/koen/출퇴근,,,,
5382,8960,B,치과,chigwa,명,noun,齒科,A dentist,https://en.wiktionary.org/wiki/치과,https://en.wiktionary.org/wiki/치과,https://www.wordreference.com/koen/치과,https://www.wordreference.com/koen/치과,,,,
5383,8964,B,테스트,teseuteu,명,noun,test,Test,https://en.wiktionary.org/wiki/테스트,https://en.wiktionary.org/wiki/테스트,https://www.wordreference.com/koen/테스트,https://www.wordreference.com/koen/테스트,,,,
5384,8967,C,통역,tongyeok,명,noun,通譯,Interpreting,https://en.wiktionary.org/wiki/통역,https://en.wiktionary.org/wiki/통역,https://www.wordreference.com/koen/통역,https://www.wordreference.com/koen/통역,,,,
5385,8968,B,퇴근하다,toegeunhada,동,verb,退勤-,To go home from work,https://en.wiktionary.org/wiki/퇴근하다,https://en.wiktionary.org/wiki/퇴근하다,https://www.wordreference.com/koen/퇴근하다,https://www.wordreference.com/koen/퇴근하다,,,,
5386,8978,C,표시하다,pyosihada,동,verb,標示-,"to express, state",https://en.wiktionary.org/wiki/표시하다,https://en.wiktionary.org/wiki/표시하다,https://www.wordreference.com/koen/표시하다,https://www.wordreference.com/koen/표시하다,,,,
5387,8981,B,피로하다,pirohada,형,adjective,疲勞-,"To be fatigued, weary",https://en.wiktionary.org/wiki/피로하다,https://en.wiktionary.org/wiki/피로하다,https://www.wordreference.com/koen/피로하다,https://www.wordreference.com/koen/피로하다,,,,
5388,8982,C,하,ha,명,noun,下,"Below, underneath",https://en.wiktionary.org/wiki/하,https://en.wiktionary.org/wiki/하,https://www.wordreference.com/koen/하,https://www.wordreference.com/koen/하,,,,
5389,8985,C,한데,hande,부,adverb,,"The open air, outside, the exterior",https://en.wiktionary.org/wiki/한데,https://en.wiktionary.org/wiki/한데,https://www.wordreference.com/koen/한데,https://www.wordreference.com/koen/한데,,,,
5390,8997,C,혼잣말,honjasmal,명,noun,,Talking to oneself,https://en.wiktionary.org/wiki/혼잣말,https://en.wiktionary.org/wiki/혼잣말,https://www.wordreference.com/koen/혼잣말,https://www.wordreference.com/koen/혼잣말,,,,
5391,8998,B,화나다,hwanada,동,verb,火-,Get angry,https://en.wiktionary.org/wiki/화나다,https://en.wiktionary.org/wiki/화나다,https://www.wordreference.com/koen/화나다,https://www.wordreference.com/koen/화나다,,,,
5392,9002,C,효도하다,hyodohada,동,verb,孝道-,To be a good son/daughter to one’s parents,https://en.wiktionary.org/wiki/효도하다,https://en.wiktionary.org/wiki/효도하다,https://www.wordreference.com/koen/효도하다,https://www.wordreference.com/koen/효도하다,,,,
5393,9013,C,힘없이,himeopsi,부,adverb,,"feebly,weekly",https://en.wiktionary.org/wiki/힘없이,https://en.wiktionary.org/wiki/힘없이,https://www.wordreference.com/koen/힘없이,https://www.wordreference.com/koen/힘없이,,,,
5394,9014,B,가로,garo,명,noun,~와세로,Width or breadth,https://en.wiktionary.org/wiki/가로,https://en.wiktionary.org/wiki/가로,https://www.wordreference.com/koen/가로,https://www.wordreference.com/koen/가로,,,,
5395,9018,B,갈아타다,garatada,동,verb,,Transfer (bus or subway),https://en.wiktionary.org/wiki/갈아타다,https://en.wiktionary.org/wiki/갈아타다,https://www.wordreference.com/koen/갈아타다,https://www.wordreference.com/koen/갈아타다,,,,
5396,9030,C,건넌방,geonneonbang,명,noun,-房,The room opposite the main living room,https://en.wiktionary.org/wiki/건넌방,https://en.wiktionary.org/wiki/건넌방,https://www.wordreference.com/koen/건넌방,https://www.wordreference.com/koen/건넌방,,,,
5397,9044,C,곧이어,godieo,부,adverb,,Soon hereafter,https://en.wiktionary.org/wiki/곧이어,https://en.wiktionary.org/wiki/곧이어,https://www.wordreference.com/koen/곧이어,https://www.wordreference.com/koen/곧이어,,,,
5398,9047,C,공기,gonggi,명,noun,空器,bowl,https://en.wiktionary.org/wiki/공기,https://en.wiktionary.org/wiki/공기,https://www.wordreference.com/koen/공기,https://www.wordreference.com/koen/공기,,,,
5399,9052,C,굉장하다,goengjanghada,형,adjective,宏壯-,Be grand or magnificent or splendor,https://en.wiktionary.org/wiki/굉장하다,https://en.wiktionary.org/wiki/굉장하다,https://www.wordreference.com/koen/굉장하다,https://www.wordreference.com/koen/굉장하다,,,,
5400,9061,A,그래서,geuraeseo,불,expression,그리하여서,And so accordingly,https://en.wiktionary.org/wiki/그래서,https://en.wiktionary.org/wiki/그래서,https://www.wordreference.com/koen/그래서,https://www.wordreference.com/koen/그래서,,,,
5401,9066,C,기업인,gieobin,명,noun,企業人,Businessman,https://en.wiktionary.org/wiki/기업인,https://en.wiktionary.org/wiki/기업인,https://www.wordreference.com/koen/기업인,https://www.wordreference.com/koen/기업인,,,,
5402,9069,C,긴장되다,ginjangdoeda,동,verb,緊張-,Be under tension,https://en.wiktionary.org/wiki/긴장되다,https://en.wiktionary.org/wiki/긴장되다,https://www.wordreference.com/koen/긴장되다,https://www.wordreference.com/koen/긴장되다,,,,
5403,9072,C,깨끗해지다,kkaekkeushaejida,동,verb,,Become clean,https://en.wiktionary.org/wiki/깨끗해지다,https://en.wiktionary.org/wiki/깨끗해지다,https://www.wordreference.com/koen/깨끗해지다,https://www.wordreference.com/koen/깨끗해지다,,,,
5404,9075,C,낚싯대,nakksisdae,명,noun,,A fishing rod,https://en.wiktionary.org/wiki/낚싯대,https://en.wiktionary.org/wiki/낚싯대,https://www.wordreference.com/koen/낚싯대,https://www.wordreference.com/koen/낚싯대,,,,
5405,9077,A,남동생,namdongsaeng,명,noun,男-,Younger brother,https://en.wiktionary.org/wiki/남동생,https://en.wiktionary.org/wiki/남동생,https://www.wordreference.com/koen/남동생,https://www.wordreference.com/koen/남동생,,,,
5406,9080,C,냇물,naesmul,명,noun,,"A stream, brook",https://en.wiktionary.org/wiki/냇물,https://en.wiktionary.org/wiki/냇물,https://www.wordreference.com/koen/냇물,https://www.wordreference.com/koen/냇물,,,,
5407,9082,C,단골,dangol,명,noun,,"Custom, connection",https://en.wiktionary.org/wiki/단골,https://en.wiktionary.org/wiki/단골,https://www.wordreference.com/koen/단골,https://www.wordreference.com/koen/단골,,,,
5408,9084,B,단맛,danmas,명,noun,,A sweet taste,https://en.wiktionary.org/wiki/단맛,https://en.wiktionary.org/wiki/단맛,https://www.wordreference.com/koen/단맛,https://www.wordreference.com/koen/단맛,,,,
5409,9089,B,담요,damyo,명,noun,,A blanket,https://en.wiktionary.org/wiki/담요,https://en.wiktionary.org/wiki/담요,https://www.wordreference.com/koen/담요,https://www.wordreference.com/koen/담요,,,,
5410,9091,C,대,dae,명,noun,줄기,stalk,https://en.wiktionary.org/wiki/대,https://en.wiktionary.org/wiki/대,https://www.wordreference.com/koen/대,https://www.wordreference.com/koen/대,,,,
5411,9095,C,더러워지다,deoreowojida,동,verb,,Get dirty,https://en.wiktionary.org/wiki/더러워지다,https://en.wiktionary.org/wiki/더러워지다,https://www.wordreference.com/koen/더러워지다,https://www.wordreference.com/koen/더러워지다,,,,
5412,9101,C,데우다,deuda,동,verb,,"to warm, to heat up",https://en.wiktionary.org/wiki/데우다,https://en.wiktionary.org/wiki/데우다,https://www.wordreference.com/koen/데우다,https://www.wordreference.com/koen/데우다,,,,
5413,9103,A,도착,dochak,명,noun,到着,Arrival,https://en.wiktionary.org/wiki/도착,https://en.wiktionary.org/wiki/도착,https://www.wordreference.com/koen/도착,https://www.wordreference.com/koen/도착,,,,
5414,9105,C,동그랗다,donggeurahda,형,adjective,,To be circular,https://en.wiktionary.org/wiki/동그랗다,https://en.wiktionary.org/wiki/동그랗다,https://www.wordreference.com/koen/동그랗다,https://www.wordreference.com/koen/동그랗다,,,,
5415,9114,C,뛰어나오다,ttwieonaoda,동,verb,,"bolt out of. run out of, burst out of",https://en.wiktionary.org/wiki/뛰어나오다,https://en.wiktionary.org/wiki/뛰어나오다,https://www.wordreference.com/koen/뛰어나오다,https://www.wordreference.com/koen/뛰어나오다,,,,
5416,9115,C,레저,rejeo,명,noun,leisure,leisure,https://en.wiktionary.org/wiki/레저,https://en.wiktionary.org/wiki/레저,https://www.wordreference.com/koen/레저,https://www.wordreference.com/koen/레저,,,,
5417,9116,C,로터리,roteori,명,noun,rotary,rotary,https://en.wiktionary.org/wiki/로터리,https://en.wiktionary.org/wiki/로터리,https://www.wordreference.com/koen/로터리,https://www.wordreference.com/koen/로터리,,,,
5418,9129,C,무덥다,mudeopda,형,adjective,,"sultry,sweltering",https://en.wiktionary.org/wiki/무덥다,https://en.wiktionary.org/wiki/무덥다,https://www.wordreference.com/koen/무덥다,https://www.wordreference.com/koen/무덥다,,,,
5419,9136,C,뭘,mwol,감,interjection,,What (implicit directobject)?,https://en.wiktionary.org/wiki/뭘,https://en.wiktionary.org/wiki/뭘,https://www.wordreference.com/koen/뭘,https://www.wordreference.com/koen/뭘,,,,
5420,9144,C,반대편,bandaepyeon,명,noun,反對便,The opposite side,https://en.wiktionary.org/wiki/반대편,https://en.wiktionary.org/wiki/반대편,https://www.wordreference.com/koen/반대편,https://www.wordreference.com/koen/반대편,,,,
5421,9145,C,발바닥,balbadak,명,noun,,The sole of the foot,https://en.wiktionary.org/wiki/발바닥,https://en.wiktionary.org/wiki/발바닥,https://www.wordreference.com/koen/발바닥,https://www.wordreference.com/koen/발바닥,,,,
5422,9146,C,발톱,baltop,명,noun,,A toenail,https://en.wiktionary.org/wiki/발톱,https://en.wiktionary.org/wiki/발톱,https://www.wordreference.com/koen/발톱,https://www.wordreference.com/koen/발톱,,,,
5423,9148,C,밝아지다,balkajida,동,verb,,Become bright,https://en.wiktionary.org/wiki/밝아지다,https://en.wiktionary.org/wiki/밝아지다,https://www.wordreference.com/koen/밝아지다,https://www.wordreference.com/koen/밝아지다,,,,
5424,9149,B,밤새다,bamsaeda,동,verb,,To stay up all night,https://en.wiktionary.org/wiki/밤새다,https://en.wiktionary.org/wiki/밤새다,https://www.wordreference.com/koen/밤새다,https://www.wordreference.com/koen/밤새다,,,,
5425,9167,B,부잣집,bujasjip,명,noun,富者-,Rich man’s house,https://en.wiktionary.org/wiki/부잣집,https://en.wiktionary.org/wiki/부잣집,https://www.wordreference.com/koen/부잣집,https://www.wordreference.com/koen/부잣집,,,,
5426,9169,C,분명해지다,bunmyeonghaejida,동,verb,分明-,To become clear,https://en.wiktionary.org/wiki/분명해지다,https://en.wiktionary.org/wiki/분명해지다,https://www.wordreference.com/koen/분명해지다,https://www.wordreference.com/koen/분명해지다,,,,
5427,9177,B,사진기,sajingi,명,noun,寫眞機,Camera,https://en.wiktionary.org/wiki/사진기,https://en.wiktionary.org/wiki/사진기,https://www.wordreference.com/koen/사진기,https://www.wordreference.com/koen/사진기,,,,
5428,9179,C,산길,sangil,명,noun,山-,"A mountain path,road",https://en.wiktionary.org/wiki/산길,https://en.wiktionary.org/wiki/산길,https://www.wordreference.com/koen/산길,https://www.wordreference.com/koen/산길,,,,
5429,9184,B,상추,sangchu,명,noun,,Lettuce,https://en.wiktionary.org/wiki/상추,https://en.wiktionary.org/wiki/상추,https://www.wordreference.com/koen/상추,https://www.wordreference.com/koen/상추,,,,
5430,9193,B,섭씨,seopssi,명,noun,攝氏,Celsius,https://en.wiktionary.org/wiki/섭씨,https://en.wiktionary.org/wiki/섭씨,https://www.wordreference.com/koen/섭씨,https://www.wordreference.com/koen/섭씨,,,,
5431,9195,B,소시지,sosiji,명,noun,sausage,Sausage,https://en.wiktionary.org/wiki/소시지,https://en.wiktionary.org/wiki/소시지,https://www.wordreference.com/koen/소시지,https://www.wordreference.com/koen/소시지,,,,
5432,9202,A,쇼핑,syoping,명,noun,shopping,Shopping,https://en.wiktionary.org/wiki/쇼핑,https://en.wiktionary.org/wiki/쇼핑,https://www.wordreference.com/koen/쇼핑,https://www.wordreference.com/koen/쇼핑,,,,
5433,9208,C,수업,sueop,명,noun,修業,"practice, training",https://en.wiktionary.org/wiki/수업,https://en.wiktionary.org/wiki/수업,https://www.wordreference.com/koen/수업,https://www.wordreference.com/koen/수업,,,,
5434,9213,B,스케줄,seukejul,명,noun,schedule,Schedule,https://en.wiktionary.org/wiki/스케줄,https://en.wiktionary.org/wiki/스케줄,https://www.wordreference.com/koen/스케줄,https://www.wordreference.com/koen/스케줄,,,,
5435,9214,A,스키,seuki,명,noun,ski,Ski,https://en.wiktionary.org/wiki/스키,https://en.wiktionary.org/wiki/스키,https://www.wordreference.com/koen/스키,https://www.wordreference.com/koen/스키,,,,
5436,9222,B,시외,sioe,명,noun,市外,"Outside the city, suberbs",https://en.wiktionary.org/wiki/시외,https://en.wiktionary.org/wiki/시외,https://www.wordreference.com/koen/시외,https://www.wordreference.com/koen/시외,,,,
5437,9231,C,심각해지다,simgakhaejida,동,verb,深刻-,To become serious,https://en.wiktionary.org/wiki/심각해지다,https://en.wiktionary.org/wiki/심각해지다,https://www.wordreference.com/koen/심각해지다,https://www.wordreference.com/koen/심각해지다,,,,
5438,9233,C,싹,ssak,부,adverb,,"A bud,sprout",https://en.wiktionary.org/wiki/싹,https://en.wiktionary.org/wiki/싹,https://www.wordreference.com/koen/싹,https://www.wordreference.com/koen/싹,,,,
5439,9238,C,씻기다,ssisgida,동,verb,비에~,"To be washed, be cleaned",https://en.wiktionary.org/wiki/씻기다,https://en.wiktionary.org/wiki/씻기다,https://www.wordreference.com/koen/씻기다,https://www.wordreference.com/koen/씻기다,,,,
5440,9241,C,안심하다,ansimhada,동,verb,安心-,"security,assuredness,relief",https://en.wiktionary.org/wiki/안심하다,https://en.wiktionary.org/wiki/안심하다,https://www.wordreference.com/koen/안심하다,https://www.wordreference.com/koen/안심하다,,,,
5441,9247,C,약,yak,명,noun,~이오르다,"anger, fury",https://en.wiktionary.org/wiki/약,https://en.wiktionary.org/wiki/약,https://www.wordreference.com/koen/약,https://www.wordreference.com/koen/약,,,,
5442,9248,C,약수,yaksu,명,noun,藥水,"Medicinal water, mineral water",https://en.wiktionary.org/wiki/약수,https://en.wiktionary.org/wiki/약수,https://www.wordreference.com/koen/약수,https://www.wordreference.com/koen/약수,,,,
5443,9249,C,약품,yakpum,명,noun,藥品,"Medicines, medical supplies",https://en.wiktionary.org/wiki/약품,https://en.wiktionary.org/wiki/약품,https://www.wordreference.com/koen/약품,https://www.wordreference.com/koen/약품,,,,
5444,9250,B,양배추,yangbaechu,명,noun,洋-,Cabbage,https://en.wiktionary.org/wiki/양배추,https://en.wiktionary.org/wiki/양배추,https://www.wordreference.com/koen/양배추,https://www.wordreference.com/koen/양배추,,,,
5445,9251,C,양보,yangbo,명,noun,讓步,"concession,compromise",https://en.wiktionary.org/wiki/양보,https://en.wiktionary.org/wiki/양보,https://www.wordreference.com/koen/양보,https://www.wordreference.com/koen/양보,,,,
5446,9252,C,양옆,yangyeop,명,noun,兩-,On both sides,https://en.wiktionary.org/wiki/양옆,https://en.wiktionary.org/wiki/양옆,https://www.wordreference.com/koen/양옆,https://www.wordreference.com/koen/양옆,,,,
5447,9253,B,얕다,yatda,형,adjective,,"To be shallow, superficial",https://en.wiktionary.org/wiki/얕다,https://en.wiktionary.org/wiki/얕다,https://www.wordreference.com/koen/얕다,https://www.wordreference.com/koen/얕다,,,,
5448,9254,B,어두워지다,eoduwojida,동,verb,,become/get dark,https://en.wiktionary.org/wiki/어두워지다,https://en.wiktionary.org/wiki/어두워지다,https://www.wordreference.com/koen/어두워지다,https://www.wordreference.com/koen/어두워지다,,,,
5449,9257,C,어쩜,eojjeom,부,adverb,,"Well, I guess that, is extremely…..",https://en.wiktionary.org/wiki/어쩜,https://en.wiktionary.org/wiki/어쩜,https://www.wordreference.com/koen/어쩜,https://www.wordreference.com/koen/어쩜,,,,
5450,9260,B,엊그제,eojgeuje,부,adverb,,"The day before yesterday, a few days ago",https://en.wiktionary.org/wiki/엊그제,https://en.wiktionary.org/wiki/엊그제,https://www.wordreference.com/koen/엊그제,https://www.wordreference.com/koen/엊그제,,,,
5451,9261,B,여고생,yeogosaeng,명,noun,女高生,Female high school student,https://en.wiktionary.org/wiki/여고생,https://en.wiktionary.org/wiki/여고생,https://www.wordreference.com/koen/여고생,https://www.wordreference.com/koen/여고생,,,,
5452,9263,C,여왕,yeowang,명,noun,女王,"Queen, empress",https://en.wiktionary.org/wiki/여왕,https://en.wiktionary.org/wiki/여왕,https://www.wordreference.com/koen/여왕,https://www.wordreference.com/koen/여왕,,,,
5453,9265,C,연기되다,yeongidoeda,동,verb,延期-,"To be put off, postponed",https://en.wiktionary.org/wiki/연기되다,https://en.wiktionary.org/wiki/연기되다,https://www.wordreference.com/koen/연기되다,https://www.wordreference.com/koen/연기되다,,,,
5454,9266,A,열,yeol,수,numeral,,Heat,https://en.wiktionary.org/wiki/열,https://en.wiktionary.org/wiki/열,https://www.wordreference.com/koen/열,https://www.wordreference.com/koen/열,,,,
5455,9271,B,예약,yeyak,명,noun,豫約,"Pre-engagement, reservation",https://en.wiktionary.org/wiki/예약,https://en.wiktionary.org/wiki/예약,https://www.wordreference.com/koen/예약,https://www.wordreference.com/koen/예약,,,,
5456,9275,C,올라타다,ollatada,동,verb,,"Board (a plane), get into",https://en.wiktionary.org/wiki/올라타다,https://en.wiktionary.org/wiki/올라타다,https://www.wordreference.com/koen/올라타다,https://www.wordreference.com/koen/올라타다,,,,
5457,9285,A,운동화,undonghwa,명,noun,運動靴,Sports shoes,https://en.wiktionary.org/wiki/운동화,https://en.wiktionary.org/wiki/운동화,https://www.wordreference.com/koen/운동화,https://www.wordreference.com/koen/운동화,,,,
5458,9294,B,이곳저곳,igosjeogos,명,noun,,Everywhere,https://en.wiktionary.org/wiki/이곳저곳,https://en.wiktionary.org/wiki/이곳저곳,https://www.wordreference.com/koen/이곳저곳,https://www.wordreference.com/koen/이곳저곳,,,,
5459,9296,C,이다음,idaeum,명,noun,,Next,https://en.wiktionary.org/wiki/이다음,https://en.wiktionary.org/wiki/이다음,https://www.wordreference.com/koen/이다음,https://www.wordreference.com/koen/이다음,,,,
5460,9305,B,일회용품,ilhoeyongpum,명,noun,一回用品,A product to be used only once,https://en.wiktionary.org/wiki/일회용품,https://en.wiktionary.org/wiki/일회용품,https://www.wordreference.com/koen/일회용품,https://www.wordreference.com/koen/일회용품,,,,
5461,9306,B,읽히다,ilkhida,동,verb,읽다'의피동사,"To get a person to read, to get a person to learn",https://en.wiktionary.org/wiki/읽히다,https://en.wiktionary.org/wiki/읽히다,https://www.wordreference.com/koen/읽히다,https://www.wordreference.com/koen/읽히다,,,,
5462,9317,C,잡수다,japsuda,동,verb,,"eat,drink",https://en.wiktionary.org/wiki/잡수다,https://en.wiktionary.org/wiki/잡수다,https://www.wordreference.com/koen/잡수다,https://www.wordreference.com/koen/잡수다,,,,
5463,9319,C,장사꾼,jangsakkun,명,noun,,"A trader,merchant,dealer",https://en.wiktionary.org/wiki/장사꾼,https://en.wiktionary.org/wiki/장사꾼,https://www.wordreference.com/koen/장사꾼,https://www.wordreference.com/koen/장사꾼,,,,
5464,9325,B,저런,jeoreon,감,interjection,,"Such a, that sort of",https://en.wiktionary.org/wiki/저런,https://en.wiktionary.org/wiki/저런,https://www.wordreference.com/koen/저런,https://www.wordreference.com/koen/저런,,,,
5465,9328,B,점심때,jeomsimttae,명,noun,點心-,afternoon ,https://en.wiktionary.org/wiki/점심때,https://en.wiktionary.org/wiki/점심때,https://www.wordreference.com/koen/점심때,https://www.wordreference.com/koen/점심때,,,,
5466,9340,C,주일,juil,의,noun,週日,A week,https://en.wiktionary.org/wiki/주일,https://en.wiktionary.org/wiki/주일,https://www.wordreference.com/koen/주일,https://www.wordreference.com/koen/주일,,,,
5467,9345,B,즐거워하다,jeulgeowohada,동,verb,,To enjoy it,https://en.wiktionary.org/wiki/즐거워하다,https://en.wiktionary.org/wiki/즐거워하다,https://www.wordreference.com/koen/즐거워하다,https://www.wordreference.com/koen/즐거워하다,,,,
5468,9354,C,집중하다,jipjunghada,동,verb,集中-,To concentrate,https://en.wiktionary.org/wiki/집중하다,https://en.wiktionary.org/wiki/집중하다,https://www.wordreference.com/koen/집중하다,https://www.wordreference.com/koen/집중하다,,,,
5469,9356,A,짜다,jjada,형,adjective,음식이~,salty,https://en.wiktionary.org/wiki/짜다,https://en.wiktionary.org/wiki/짜다,https://www.wordreference.com/koen/짜다,https://www.wordreference.com/koen/짜다,,,,
5470,9357,C,짜증스럽다,jjajeungseureopda,형,adjective,,To be annoying,https://en.wiktionary.org/wiki/짜증스럽다,https://en.wiktionary.org/wiki/짜증스럽다,https://www.wordreference.com/koen/짜증스럽다,https://www.wordreference.com/koen/짜증스럽다,,,,
5471,9364,C,천재,cheonjae,명,noun,天才,"genius,talent",https://en.wiktionary.org/wiki/천재,https://en.wiktionary.org/wiki/천재,https://www.wordreference.com/koen/천재,https://www.wordreference.com/koen/천재,,,,
5472,9369,A,초등학교,chodeunghakgyo,명,noun,初等學校,Elementary school,https://en.wiktionary.org/wiki/초등학교,https://en.wiktionary.org/wiki/초등학교,https://www.wordreference.com/koen/초등학교,https://www.wordreference.com/koen/초등학교,,,,
5473,9370,B,초보,chobo,명,noun,初步,"Initial, first steps",https://en.wiktionary.org/wiki/초보,https://en.wiktionary.org/wiki/초보,https://www.wordreference.com/koen/초보,https://www.wordreference.com/koen/초보,,,,
5474,9371,C,초여름,choyeoreum,명,noun,初-,Early summer,https://en.wiktionary.org/wiki/초여름,https://en.wiktionary.org/wiki/초여름,https://www.wordreference.com/koen/초여름,https://www.wordreference.com/koen/초여름,,,,
